Depth,Age, Pinus                                         ,Abies,Picea,Juniperus-Type, Pseudotsuga                          ,Tsuga, Ephedra nevadensis#                    ,Ephedra torreyana    , Populus#                                      , Acer                                       , Quercus                               , Juglans, Aesculus,Lithocarpus /  Castanopsis   ,Liquidambar, Garrya / Fremontia        , Rhizophora                , Platanus                         ,RHAMNACEAE                                      , ROSACEAE                                        ,Dodonea           ,Simmondsia     , Bursera                            , Ceanothus                         , Lonicera                                   , Celtis                  ,Eucalyptus                                , Salix                                    , Myrica                                  , Alnus                                      , Artemisia                            , Prosopsis /  Olneya               ,Ambrosia                                 ,Liguliflorae                                    ,High-Spine-COMPOSITAE                      ,Low-Spine-COMPOSITAE                      ,MALVACEAE ,CRUCIFERAE,Arceuthobium,CARYOPHYLLACEAE,RUBIACEAE,EUPHORBIACEAE,LEGUMINOSAE,Dalea,LABIATAE,Salvia,Eriogonum,Polygonum persicaria, Rumex,NYCTAGINACEAE                                   ,Plantago,POLEMONIACEAE                                   ,Gilia, Navarretia                       ,UMBELLIFERAE                                    ,ONAGRACEAE      ,Rhus, ERA - type                                      , GRAMINEAE                                       , Cheno/Am - type                                 , Sarcobatus                            ,Typha / Sparganium            ,CYPERACEAE                                      , LILIACEAE / AGAVACEAE                       , Alternanthera, Potamogeton                         , Isoetes                                ,Dryopteris                                 ,Pteridium                         ,Athyrium                     ,Selaginella                         , Botrychium                       ,Monolete                                        ,Trilete                         ,Pediastrum                       ,Indeterminate                                   , Unknown                                         , Redeposited     , Total           ,Control                                         ,APFAC           ,Other1,Other2,Other3,Other4,Other5,Other6,NoID
106.3,131177.97,8.771929825,0,0,10.1754386,0,0,0.350877193,0.350877193,0,0,12.98245614,0,0,0,0,0,0,0,0,0,0,0,0.350877193,0.350877193,0,0,0,0.350877193,0,0,2.105263158,0,13.33333333,0,2.807017544,0,0.350877193,0,0,0,0,0,0,0,0,0,0,0,0,0.350877193,0,0,0,0,0,0,0,2.807017544,4.912280702,27.01754386,0,0,0,0.350877193,0,0,0,0,0,0,0.350877193,0,0,0,0,3.859649123,8.070175439,0,100,432.9824561,0,98.24561404,0,48.42105263,289.122807,13.33333333,350.877193,0
107.8,133190.82,11.38211382,0,0,14.22764228,0,0,0,0,0,0,6.504065041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406504065,0,0,2.43902439,0,20.32520325,0,2.032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.845528455,4.06504065,24.3902439,0,0,0.406504065,0,0,0,0,0,0,0,0,0,0,0,0,2.845528455,8.130081301,0,100,248.3739837,0,65.44715447,0,51.62601626,340.6504065,14.22764228,406.504065,0
109.3,135203.67,6.688963211,0,0,9.030100334,0,0,0,0.334448161,0,0,6.02006689,0,0,0,0,0.334448161,0,0,0,0,0.334448161,0.668896321,0,0,0,0,0,0.334448161,0,0,1.672240803,0,16.38795987,0,3.344481605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006688963,4.682274247,32.44147157,0,0,0,0.334448161,0.668896321,0,0,0,0,0,0.668896321,0,0,0,0,4.682274247,9.364548495,0,100,183.9464883,0,58.86287625,0,37.79264214,285.6187291,11.0367893,334.4481605,0
112,138826.8,17.84232365,0,0,9.543568465,0,0,0,1.244813278,0,0,4.979253112,0,0,0,0,0,0,0,0,0,0,0,0.414937759,0,0,0,0,0,0,0,0.414937759,0,31.12033195,0,2.074688797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414937759,2.904564315,21.57676349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414937759,0,1.659751037,5.809128631,0.414937759,100,104.1493776,0,29.87551867,0,51.45228216,347.7178423,15.76763485,414.9377593,0
112.8,139900.32,11.5942029,0,0,18.42650104,0,0,0,0.414078675,0,0.414078675,5.383022774,0,0,0,0,0,0,0,0.207039337,0,0.207039337,0,0,0,0,0,0,0,0,0.207039337,1.863354037,0,19.46169772,0,3.933747412,0,0.414078675,0,0,0,0,0,0,0,0,0,0.207039337,0,0,0,0,0,0,0,0,0,0,3.105590062,3.3126294,23.39544513,0,0,0,0.414078675,0.207039337,0,0,0,0,0,0.207039337,0,0,0,0,2.898550725,3.726708075,0,100,109.9378882,0,37.47412008,0,22.36024845,175.7763975,8.902691511,207.0393375,0
114.3,141913.17,14.01869159,0,0,10.28037383,0,0,0,1.401869159,0,0.46728972,5.607476636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46728972,0,0,0,0,0.934579439,0,31.77570093,0,2.336448598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.271028037,3.271028037,17.28971963,0,0,0.46728972,0,0,0,0,0,0,0,0,0,0,0,0,1.869158879,5.607476636,0,100,233.6448598,0,67.28971963,0,62.14953271,391.1214953,14.01869159,467.2897196,0
116.5,144865.35,8.777429467,0,0,8.150470219,0,0,0,0.313479624,0,0,15.36050157,0,0,0,0,0,0,0,0,0,0.626959248,0,0,0,0,0.313479624,0,0,0,0.313479624,0.626959248,0,22.57053292,0,5.329153605,0,0,0,0,0,0,0,0,0,0.313479624,0,0.940438871,0,0,0,0,0,0,0.313479624,0,0.313479624,0,3.134796238,2.194357367,21.63009404,0,0,0,0.313479624,0,0,0,0,0,0,0,0,0,0,0,2.821316614,5.642633229,0,100,208.7774295,0,70.21943574,0,33.22884013,268.0250784,12.22570533,313.4796238,0
123.8,154661.22,17.6,0,0,10.4,0,0,0,0.4,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,2,13.2,0,0,0.4,0,0.8,0,0,0,0,0,0,0,0,0,0,1.6,3.6,0,100,123.6,0,36,0,56,328,16,400,0
125.3,156674.07,16.04278075,0,0,8.823529412,0,0,0,0.267379679,0,0.267379679,2.673796791,0,0,0,0,0,0,0,0,0,0.267379679,0,0,0,0,0,0,0.267379679,0,0,0.534759358,0,45.45454545,0,5.080213904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534759358,1.604278075,13.36898396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.604278075,2.139037433,0,100,80.7486631,0,26.20320856,0,33.68983957,224.3315508,9.35828877,267.3796791,0
127.1,159089.49,5.292479109,0,0.278551532,27.01949861,0,0,0.278551532,1.671309192,0,0.278551532,10.30640669,0,0,0,0,0,0,0,0.835654596,0,0.557103064,0,0,0,0,0,0,0.278551532,0,0,5.849582173,0,30.36211699,0,1.39275766,0,0,0,0,0,0,0,0,0,0,0.278551532,0,0,0,0,0,0,0,0,0,0,0,1.114206128,0.557103064,8.077994429,0,0,0,0,0.278551532,0,0,0,0,0,0.835654596,0,0,0,0,1.39275766,3.064066852,0,100,84.95821727,0,33.42618384,0,28.13370474,242.6183844,7.799442897,278.551532,0
128.3,160699.77,8.296943231,0,0,33.18777293,0,0,0,0.873362445,0,0.436681223,10.91703057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.366812227,0,21.83406114,0,0.873362445,0,1.310043668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310043668,1.746724891,10.04366812,0,0,0,0,0,0,0,0,0,0,0.873362445,0,0,0,0,1.310043668,1.746724891,0,100,112.6637555,0,37.55458515,0,50.21834061,374.2358079,12.22707424,436.6812227,0
129.8,162712.62,7.558139535,0,0,28.48837209,0,0,0,0.581395349,0,0.581395349,13.6627907,0,0,0,0,0,0,0,0,0,1.453488372,0,0,0,0,0,0,0.581395349,0,0,5.523255814,0,20.05813953,0,1.744186047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.453488372,2.61627907,9.011627907,0.290697674,0,0.290697674,0.581395349,0,0,0,0,0,0,0.872093023,0,0,0.290697674,0,1.744186047,0.872093023,0,100,117.1511628,0,39.53488372,0,30.23255814,251.744186,8.720930233,290.6976744,0
131.8,165396.42,6.798866856,0,0,27.47875354,0,0,0,0.849858357,0,1.133144476,11.61473088,0,0,0,0,0,0,0,0,0,0.283286119,0,0,0,0,0,0,0.283286119,0,0,4.532577904,0,25.21246459,0,2.266288952,0,0.566572238,0,0,0,0,0,0,0,0,0,0.283286119,0,0,0,0,0,0,0,0,0,0,0.283286119,1.416430595,11.61473088,0,0,0,0.283286119,0,0,0,0,0,0,0,0,0,0,0,0.283286119,3.116147309,0,100,118.6968839,0,40.2266289,0,32.01133144,243.6260623,7.648725212,283.286119,0
133.3,167409.27,6.965174129,0,0,19.90049751,0,0,0.248756219,0.746268657,0,0,18.4079602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497512438,0,0,7.960199005,0,21.89054726,0.248756219,2.985074627,0,0,0,0,0,0,0,0,0,0,0,0.248756219,0,0,0,0,0,0,0,0,0,0,0.497512438,2.23880597,11.69154229,0,0,0,0.248756219,0.248756219,0,0,0,0,0,0.248756219,0,0,0,0,1.990049751,1.492537313,0,100,99.50248756,0,36.31840796,0,27.36318408,213.1840796,8.208955224,248.7562189,0
134.8,169422.12,5.793450882,0,0.251889169,6.297229219,0,0,0,0.755667506,0,0,7.052896725,0,0,0,0,0,0,0,0,0,0.251889169,0,0,0,0,0,0,0.503778338,0,0,0.251889169,0,27.95969773,0,5.793450882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.037783375,6.04534005,25.94458438,0,0,0.251889169,0,0.503778338,0,0,0,0,0,0,0,0,0,0,2.518891688,3.526448363,0,100,125.9445844,0,40.05037783,0,25.94458438,219.395466,6.549118388,251.8891688,0
136.3,171434.97,7.033639144,0,0,15.29051988,0,0,0,0.611620795,0,0,12.2324159,0,0,0,0,0,0,0,0.305810398,0,0.611620795,0,0,0,0,0,0,0,0,0.305810398,2.140672783,0,27.21712538,0,2.44648318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.975535168,3.363914373,17.12538226,0.305810398,0,0,0,0,0,0,0,0,0,0.305810398,0,0,0,0,1.22324159,3.363914373,0,100,159.0214067,0,45.25993884,0,38.83792049,248.0122324,18.96024465,305.8103976,0
137.7,173313.63,13.61161525,0,0,21.05263158,0,0,0.54446461,1.08892922,0,0,12.52268603,0,0,0,0,0,0,0.181488203,0,0,0,0,0,0,0,0.181488203,0,0.362976407,0,0,3.266787659,0,25.04537205,0,1.633393829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362976407,1.633393829,11.0707804,0.362976407,0,0,0,0,0,0,0,0,0,0.181488203,0,0,0,0,2.903811252,2.540834846,0,100,36.29764065,0,17.78584392,0,18.33030853,158.6206897,4.537205082,181.4882033,0
139.4,175594.86,14.62140992,0,0,26.89295039,0,0,0,1.305483029,0,0.261096606,6.266318538,0,0,0,0,0,0,0,0,0,0.261096606,0,0,0,0,0,0,0,0,0,6.266318538,0,18.53785901,0,2.610966057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044386423,4.177545692,10.44386423,0.783289817,0,0,0.261096606,0,0,0,0,0,0,0,0,0,0,0,3.65535248,2.088772846,0,100,52.21932115,0,21.67101828,0,25.32637076,228.7206266,7.049608355,261.0966057,0
140.8,177473.52,6.84596577,0,0.244498778,12.71393643,0,0,0,0.97799511,0,0.488997555,13.69193154,0,0,0,0,0,0,0,0,0,0.244498778,0,0,0,0,0,0,0.244498778,0.244498778,0.488997555,2.444987775,0,29.09535452,0,1.95599022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.444987775,3.422982885,19.80440098,0,0,0,0.488997555,0,0,0,0,0,0,0,0,0,0,0,1.95599022,1.95599022,0,100,88.0195599,0,30.80684597,0,24.93887531,211.002445,8.557457213,244.4987775,0
142,179083.8,12.39316239,0,0.427350427,28.63247863,0,0,0,0,0,0,12.39316239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427350427,0,0,0,2.991452991,0,13.24786325,0,2.136752137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282051282,2.991452991,16.23931624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427350427,0,0.427350427,4.273504274,0,100,213.6752137,0,59.4017094,0,42.30769231,373.9316239,11.11111111,0,0
